model,prompt_id,generation_id,seed,target_phonics,target_phonics_coverage,off_target_phonics_rate,on_level_rate,weighted_above_level_rate,title_present,sentence_count,no_duplicate_sentences,has_duplicate_sentences,complete_output,incomplete_output,no_phonics_leakage,phonics_leakage,word_count,spec_adherence_score,robustness_score,task_quality_score,consistency_score,spec_adherence_justification,robustness_justification,task_quality_justification,consistency_justification,detected_title,duplicate_sentence_norms,incomplete_reasons,phonics_leakage_terms,above_level_words,permitted_ceiling_stage,raw_story_judge_json,raw_consistency_judge_json,prompt,story
base,r_controlled_blends_1,1,1001,"r-controlled vowels, consonant blends",1.0,0.2947,0.7053,0.5474,1,14,1,0,0,1,0,1,190,0,1,0,0,"The story uses above-level vocabulary and directly discusses phonics patterns, making it unsuitable as a decodable text.",The story is coherent and complete but includes explicit phonics explanations inappropriate for student reading.,It is ineffective for student practice due to meta-language and inaccessible vocabulary for the target level.,All three generations fail to consistently produce in-level decodable text focused on r-controlled vowels and consonant blends.,The Happy Forest Adventure,,no_terminal_punctuation,"consonant blend, r-controlled","about, adventure, another, between, blending, carefully, colors, combination, consonant, contained, controlled, curious, different, discovered, finally, forest, found, happy, hidden, how, included, including, inside, learning, letter, letters, listened, little, owl, pattern, pronounced, returned, sammy, saw, showed, something, sound, squirrel, stories, together, treasure, vowel",5,"{""spec_adherence"": {""score"": 0, ""justification"": ""The story uses above-level vocabulary and directly discusses phonics patterns, making it unsuitable as a decodable text.""}, ""robustness"": {""score"": 1, ""justification"": ""The story is coherent and complete but includes explicit phonics explanations inappropriate for student reading.""}, ""task_quality"": {""score"": 0, ""justification"": ""It is ineffective for student practice due to meta-language and inaccessible vocabulary for the target level.""}}","{""consistency"": {""score"": 0, ""justification"": ""All three generations fail to consistently produce in-level decodable text focused on r-controlled vowels and consonant blends.""}}","Write a decodable story.

Emphasize these phonics patterns:
- r-controlled vowels
- consonant blends

Here are some example words containing these patterns:
- r-controlled vowels: farm, bird, corn, turn
- consonant blends: stop, frog, black, plant

Use the example words only as guidance. You may use other words that contain the same patterns.
Write a coherent narrative with a clear beginning, middle, and ending.
Include a natural story title.
Do not mention phonics terms or pattern names in the title or story.","**The Happy Forest Adventure**

One day, a curious little squirrel named Sammy found a old tree full of treasure. The trunk had strange leaves made of different colors and shapes. Inside, there were stories hidden on each leaf. One was about a wise old owl who told Sammy how to find his own treasure.

Sammy listened carefully and learned something new. He discovered a map in the form of a word—*farm*. The word spelled *f-r-a-m*, which included a r-controlled vowel (the 'a' sound) and a consonant blend between the 'r' and 'm'. 

Then he saw another leaf with the word *turn*. It contained the pattern *t-u-n*, where the 'u' is a r-controlled letter, and the 'n' is pronounced like 'n', but it's still a consonant blending. 

Another leaf showed the word *plant*. The letters spell *p-l-a-n-t*, including the 'l' and 'n' blending together. This time, the 'l'-and-'n' combination made a soft ""pl"" sound.

Finally, Sammy found the treasure inside the tree. He gave it back and returned home, happy and learning a lot from the forest"
tuned,r_controlled_blends_1,1,1001,"r-controlled vowels, consonant blends",0.875,0.197,0.803,0.3485,1,9,1,0,1,0,1,0,66,2,2,2,1,"The story uses simple, decodable words and stays within the target phonics patterns.","The text is coherent, complete, and free from errors or formatting issues.","It provides clear, accessible practice with r-controlled vowels and consonant blends for early readers.","All three generations attempt to use r-controlled vowels and consonant blends, and each story is generally readable.",The Farm,,,,"chicken, chickens, cow, dawn, family, farmer, grazing, happy, laying, soup, title",5,"{""spec_adherence"": {""score"": 2, ""justification"": ""The story uses simple, decodable words and stays within the target phonics patterns.""}, ""robustness"": {""score"": 2, ""justification"": ""The text is coherent, complete, and free from errors or formatting issues.""}, ""task_quality"": {""score"": 2, ""justification"": ""It provides clear, accessible practice with r-controlled vowels and consonant blends for early readers.""}}","{""consistency"": {""score"": 1, ""justification"": ""All three generations attempt to use r-controlled vowels and consonant blends, and each story is generally readable.""}}","Write a decodable story.

Emphasize these phonics patterns:
- r-controlled vowels
- consonant blends

Here are some example words containing these patterns:
- r-controlled vowels: farm, bird, corn, turn
- consonant blends: stop, frog, black, plant

Use the example words only as guidance. You may use other words that contain the same patterns.
Write a coherent narrative with a clear beginning, middle, and ending.
Include a natural story title.
Do not mention phonics terms or pattern names in the title or story.","Title: The Farm

The farmer is in his barn. He has a large field of corn. A cow is grazing near the barn. A duck sits on a log at dawn. A hen is laying eggs. Some chickens have just hatched from their nests. The chicken coop is next to the barn. The farmer has a big pot for soup. The chicken family is all happy!"
base,r_controlled_blends_1,2,1002,"r-controlled vowels, consonant blends",1.0,0.3107,0.6893,0.5534,1,19,1,0,1,0,0,1,206,0,1,0,0,"The story uses above-level vocabulary and complex sentences, making it unreadable for early decodable readers.",The story is mostly coherent but ends abruptly with a stray character and some unclear details.,It does not provide accessible or effective practice for students at the target phonics level.,All three generations fail to consistently produce in-level decodable text focused on r-controlled vowels and consonant blends.,The Forest Hunt,,,r-controlled,"about, adventures, after, also, always, animal, animals, another, around, boy, carefully, controlled, curious, exciting, forest, getting, group, growing, happy, hours, how, interested, interesting, known, listening, little, maybe, moving, nature, nearby, noticed, now, often, out, really, saw, showed, sitting, sound, squirrel, stories, suddenly, timmy, tired, together, vowels, watching",5,"{""spec_adherence"": {""score"": 0, ""justification"": ""The story uses above-level vocabulary and complex sentences, making it unreadable for early decodable readers.""}, ""robustness"": {""score"": 1, ""justification"": ""The story is mostly coherent but ends abruptly with a stray character and some unclear details.""}, ""task_quality"": {""score"": 0, ""justification"": ""It does not provide accessible or effective practice for students at the target phonics level.""}}","{""consistency"": {""score"": 0, ""justification"": ""All three generations fail to consistently produce in-level decodable text focused on r-controlled vowels and consonant blends.""}}","Write a decodable story.

Emphasize these phonics patterns:
- r-controlled vowels
- consonant blends

Here are some example words containing these patterns:
- r-controlled vowels: farm, bird, corn, turn
- consonant blends: stop, frog, black, plant

Use the example words only as guidance. You may use other words that contain the same patterns.
Write a coherent narrative with a clear beginning, middle, and ending.
Include a natural story title.
Do not mention phonics terms or pattern names in the title or story.","**The Forest Hunt**

In the heart of a small forest lived a curious boy named Timmy. He was known for his love of animals and nature. One day, he heard a strange sound from a tree nearby. As he looked around, he saw a big red squirrel sitting on its back. The squirrel had a big red nose and a big bush next to it.

Timmy was really interested in this squirrel. He spent hours watching it, listening carefully. He noticed that the squirrel made a soft “r” sound when it moved. That made him think about how r-controlled vowels work—like ""corn"" or ""turn."" He also saw a big blue print made out of sticks and leaves. It showed a group of plants growing together.

One day, the squirrel suddenly stopped moving. Timmy thought maybe it was tired. But then he saw another animal: a big black bear. They were friends. And they played games all day long. After a while, Timmy felt happy.

Now, Timmy is a little old but still loves the world around him. He often goes to the forest and finds new animals. The forest has always been full of interesting stories, and Timmy’s adventures are just getting more exciting. �"
tuned,r_controlled_blends_1,2,1002,"r-controlled vowels, consonant blends",1.0,0.0933,0.9067,0.1333,1,10,1,0,1,0,1,0,75,2,2,2,1,"The story uses simple, decodable words and stays within the target phonics patterns.","The narrative is coherent, complete, and free from errors or formatting issues.","It provides clear, accessible practice with r-controlled vowels and consonant blends for early readers.","All three generations attempt to use r-controlled vowels and consonant blends, and each story is generally readable.",The Farmhouse,,,,"cow, eating, farmhouse, out, saw, shout, title",5,"{""spec_adherence"": {""score"": 2, ""justification"": ""The story uses simple, decodable words and stays within the target phonics patterns.""}, ""robustness"": {""score"": 2, ""justification"": ""The narrative is coherent, complete, and free from errors or formatting issues.""}, ""task_quality"": {""score"": 2, ""justification"": ""It provides clear, accessible practice with r-controlled vowels and consonant blends for early readers.""}}","{""consistency"": {""score"": 1, ""justification"": ""All three generations attempt to use r-controlled vowels and consonant blends, and each story is generally readable.""}}","Write a decodable story.

Emphasize these phonics patterns:
- r-controlled vowels
- consonant blends

Here are some example words containing these patterns:
- r-controlled vowels: farm, bird, corn, turn
- consonant blends: stop, frog, black, plant

Use the example words only as guidance. You may use other words that contain the same patterns.
Write a coherent narrative with a clear beginning, middle, and ending.
Include a natural story title.
Do not mention phonics terms or pattern names in the title or story.","Title: The Farmhouse

The barn was big. It had a shed for hay. The yard was full of plants!  
A man got his cow on the block to feed her hay. A girl made cakes.  
They were eating from the cake tin by the barn door.  
I saw a dog run by the barn! I ran fast and called out, “Stop!”  
He ran off when he heard my shout! They came back to see me."
base,r_controlled_blends_1,3,1003,"r-controlled vowels, consonant blends",1.0,0.2814,0.7186,0.5389,1,13,1,0,1,0,1,0,167,0,2,0,0,"The story uses much above-level vocabulary and complex sentences, making it unreadable for early decodable readers.","The story is coherent, complete, and free of formatting or structural errors.",It is not suitable for phonics practice due to advanced words and sentence structures beyond the target level.,All three generations fail to consistently produce in-level decodable text focused on r-controlled vowels and consonant blends.,The Forest's Whisper,,,,"about, above, again, animals, answers, branches, colors, creature, creatures, curious, every, flashing, followed, forest, found, growing, happy, hidden, hummed, inside, luna, magic, many, melody, owl, realized, secret, shiny, sitting, something, sound, stronger, tiny, together, trembled, whisper, whispered, young",5,"{""spec_adherence"": {""score"": 0, ""justification"": ""The story uses much above-level vocabulary and complex sentences, making it unreadable for early decodable readers.""}, ""robustness"": {""score"": 2, ""justification"": ""The story is coherent, complete, and free of formatting or structural errors.""}, ""task_quality"": {""score"": 0, ""justification"": ""It is not suitable for phonics practice due to advanced words and sentence structures beyond the target level.""}}","{""consistency"": {""score"": 0, ""justification"": ""All three generations fail to consistently produce in-level decodable text focused on r-controlled vowels and consonant blends.""}}","Write a decodable story.

Emphasize these phonics patterns:
- r-controlled vowels
- consonant blends

Here are some example words containing these patterns:
- r-controlled vowels: farm, bird, corn, turn
- consonant blends: stop, frog, black, plant

Use the example words only as guidance. You may use other words that contain the same patterns.
Write a coherent narrative with a clear beginning, middle, and ending.
Include a natural story title.
Do not mention phonics terms or pattern names in the title or story.","**The Forest's Whisper**

In a small forest where the trees hummed with old songs, there lived a young fox named Luna. One day, she heard a soft sound from a tree high above—like a melody. The tree was full of tiny creatures, all curious and happy. They danced together, their colors flashing like stars.

Luna followed them to a big oak tree, which had many branches. She found a hidden cave filled with shiny rocks. Inside, there were plants growing tall, and a big red bird sitting on its wing. The birds sang again, and so did Luna.

As the days passed, more animals came to the forest. A wise owl told her about a secret map. With each step, they could find answers. But one night, when the forest trembled with magic, Luna realized something new: every creature in the forest knew that magic was just right here, in this place.

And so, the forest grew stronger, and the world whispered its name once more."
tuned,r_controlled_blends_1,3,1003,"r-controlled vowels, consonant blends",1.0,0.0952,0.9048,0.1837,1,15,1,0,1,0,1,0,147,1,2,1,1,The story contains above-level vocabulary and complex sentences that make it hard for early decodable readers.,"The story is coherent, complete, and free of formatting or logical errors.","Some target patterns appear, but inconsistent focus and difficult words limit its effectiveness for practice.","All three generations attempt to use r-controlled vowels and consonant blends, and each story is generally readable.",A Trip to the Farm,,,,"about, also, animals, buses, different, enjoy, every, finish, going, relax, soup, title, tomatoes, visit",5,"{""spec_adherence"": {""score"": 1, ""justification"": ""The story contains above-level vocabulary and complex sentences that make it hard for early decodable readers.""}, ""robustness"": {""score"": 2, ""justification"": ""The story is coherent, complete, and free of formatting or logical errors.""}, ""task_quality"": {""score"": 1, ""justification"": ""Some target patterns appear, but inconsistent focus and difficult words limit its effectiveness for practice.""}}","{""consistency"": {""score"": 1, ""justification"": ""All three generations attempt to use r-controlled vowels and consonant blends, and each story is generally readable.""}}","Write a decodable story.

Emphasize these phonics patterns:
- r-controlled vowels
- consonant blends

Here are some example words containing these patterns:
- r-controlled vowels: farm, bird, corn, turn
- consonant blends: stop, frog, black, plant

Use the example words only as guidance. You may use other words that contain the same patterns.
Write a coherent narrative with a clear beginning, middle, and ending.
Include a natural story title.
Do not mention phonics terms or pattern names in the title or story.","Title: A Trip to the Farm

Dad has made lots of things for me at home. I can see them all in my mom’s big desk. But I love going on trips to the farm. It is fun to learn about different things on the farm. At first, I thought it would be hard to get there. My dad said no! I had to go by a bus. The buses take us up to the farm and then we do a lot more stuff. We cut plants in the sun. I like to play with the animals when they come to visit. They give us treats so much fun! When we finish work, we have time to relax and enjoy each day at the farm. Mom makes soup from fresh tomatoes. She also eats lunch every day. I guess this trip will make me smile a lot!"
base,short_vowels_1,1,1001,short-vowel words,1.0,0.5158,0.4842,2.0316,1,12,1,0,1,0,1,0,190,0,2,0,0,"The story uses many above-level words and patterns far beyond simple short-vowel words, making it unreadable for beginners.","The story is coherent, complete, and free of formatting or structural errors.",It does not provide effective short-vowel word practice due to excessive use of complex vocabulary and sentence structures.,All three generations fail to consistently produce in-level decodable text focused on short-vowel words.,The Happy Rabbit Who Jumped to the Moon,,,,"above, across, again, air, all, and, anymore, away, back, because, bigger, bright, brighter, climbed, curious, dark, day, down, far, feeling, flying, for, found, gently, glowing, going, ground, happy, high, himself, home, instead, into, just, landed, like, little, long, looked, moon, more, morning, mountain, moving, near, noticed, now, out, rabbit, reached, round, saw, shape, shining, sky, small, smaller, something, somewhere, starry, stars, still, story, strange, tall, than, that, thing, this, time, tiny, too, tree, unusual, usual, went",1,"{""spec_adherence"": {""score"": 0, ""justification"": ""The story uses many above-level words and patterns far beyond simple short-vowel words, making it unreadable for beginners.""}, ""robustness"": {""score"": 2, ""justification"": ""The story is coherent, complete, and free of formatting or structural errors.""}, ""task_quality"": {""score"": 0, ""justification"": ""It does not provide effective short-vowel word practice due to excessive use of complex vocabulary and sentence structures.""}}","{""consistency"": {""score"": 0, ""justification"": ""All three generations fail to consistently produce in-level decodable text focused on short-vowel words.""}}","Write a decodable story.

Emphasize these phonics patterns:
- short-vowel words

Here are some example words containing these patterns:
- short-vowel words: cat, sit, red, hop

Use the example words only as guidance. You may use other words that contain the same patterns.
Write a coherent narrative with a clear beginning, middle, and ending.
Include a natural story title.
Do not mention phonics terms or pattern names in the title or story.","**The Happy Rabbit Who Jumped to the Moon**

One day, there was a rabbit named Max who lived on a small hill near a mountain. One morning, he noticed something unusual—there were stars shining bright above the hills, and a strange shape of a little moon that had been up high for a long time.

Max was curious, so he climbed up the hill and looked at the sky. He saw a big, round thing moving through the air like it was going somewhere far away. It was a starry moon, but instead of a full moon, it was just a tiny bit smaller and brighter than usual. The moon was glowing because it wasn't dark anymore.

Now the next day, Max went back home. But this time, he didn’t go back down. Instead, he jumped into a tall tree, reached out to the top, and found himself flying across the sky once more.

He landed gently on the ground, feeling happy again. And though the moon was still there, it was now a little bigger, and the stars were all there too.

And that’s where the story ends. 🌙✨"
tuned,short_vowels_1,1,1001,short-vowel words,1.0,0.2857,0.7143,0.9643,1,4,1,0,1,0,1,0,28,2,2,2,0,All words are decodable at the short-vowel level and the story avoids above-level vocabulary.,"The story is clean, coherent, and free of errors or formatting issues.","It provides clear, simple practice with short-vowel words in a readable narrative.",The generations are highly inconsistent in decodability for short-vowel words.,The Cat and the Hare,,,,"and, fast, hare, made, straw, title",1,"{""spec_adherence"": {""score"": 2, ""justification"": ""All words are decodable at the short-vowel level and the story avoids above-level vocabulary.""}, ""robustness"": {""score"": 2, ""justification"": ""The story is clean, coherent, and free of errors or formatting issues.""}, ""task_quality"": {""score"": 2, ""justification"": ""It provides clear, simple practice with short-vowel words in a readable narrative.""}}","{""consistency"": {""score"": 0, ""justification"": ""The generations are highly inconsistent in decodability for short-vowel words.""}}","Write a decodable story.

Emphasize these phonics patterns:
- short-vowel words

Here are some example words containing these patterns:
- short-vowel words: cat, sit, red, hop

Use the example words only as guidance. You may use other words that contain the same patterns.
Write a coherent narrative with a clear beginning, middle, and ending.
Include a natural story title.
Do not mention phonics terms or pattern names in the title or story.","Title: The Cat and the Hare

The hare ran fast.  
The cat sat on the mat.  
The hare ran to the log.  
The hat was made of straw."
base,short_vowels_1,2,1002,short-vowel words,1.0,0.6131,0.3869,2.5779,1,17,1,0,0,1,1,0,199,0,1,0,0,The story uses extensive above-level vocabulary and sentence structures far beyond short-vowel decodable text.,The story is mostly coherent but is truncated and incomplete at the end.,It does not provide accessible or focused short-vowel practice for early readers.,All three generations fail to consistently produce in-level decodable text focused on short-vowel words.,The Happy Forest of Squirrels,,"ends_mid_phrase,no_terminal_punctuation",,"about, adventure, adventures, after, all, along, and, animals, back, became, become, birds, bringing, building, built, called, came, celebrated, cozy, day, different, each, even, exploring, family, favorite, forest, found, friends, friendships, fruits, future, group, grown, happy, heart, home, honeycombs, ideas, join, joined, journey, joy, just, laughter, leader, learned, long, longer, made, main, many, maple, meeting, more, morning, nature, new, now, old, part, place, places, planned, playing, returned, river, seeds, shared, sharing, she, singing, skills, small, songs, soon, sparky, special, squirrel, squirrels, stay, sticks, stories, them, together, traveled, tree, trees, unique, usual, way, went, which, with, woods",1,"{""spec_adherence"": {""score"": 0, ""justification"": ""The story uses extensive above-level vocabulary and sentence structures far beyond short-vowel decodable text.""}, ""robustness"": {""score"": 1, ""justification"": ""The story is mostly coherent but is truncated and incomplete at the end.""}, ""task_quality"": {""score"": 0, ""justification"": ""It does not provide accessible or focused short-vowel practice for early readers.""}}","{""consistency"": {""score"": 0, ""justification"": ""All three generations fail to consistently produce in-level decodable text focused on short-vowel words.""}}","Write a decodable story.

Emphasize these phonics patterns:
- short-vowel words

Here are some example words containing these patterns:
- short-vowel words: cat, sit, red, hop

Use the example words only as guidance. You may use other words that contain the same patterns.
Write a coherent narrative with a clear beginning, middle, and ending.
Include a natural story title.
Do not mention phonics terms or pattern names in the title or story.","**The Happy Forest of Squirrels**

In the heart of the forest lived a small group of squirrels. They had long been friends, sharing their favorite places—honeycombs, nests, and trees. The main tree was called Maple Tree, which had many holes filled with seeds from all the fruits grown by the squirrels. 

One day, a new squirrel came to join them. She was named Sparky. She loved singing songs, playing games, and exploring new places. Soon after, more squirrels joined the group, each bringing their own unique skills and ideas. There were no longer just the usual ones—they were all part of a big family.

One morning, the group went on a journey. They traveled through different kinds of woods, meeting birds, animals, and even a river. Along the way, they learned about nature and made new friendships. On the way back home, they found a special place where they could stay—a cozy building built from old sticks.

They returned home and shared their stories. Sparky became the leader of the group. Together, they celebrated their adventure and planned future adventures. Now, the squirrels had become a happy family, full of laughter and joy.

And so, the"
tuned,short_vowels_1,2,1002,short-vowel words,1.0,0.2308,0.7692,0.6462,1,7,1,0,1,0,1,0,65,1,2,1,0,"Contains above-level words like 'playing,' 'jumped,' and 'straw,' making it partly decodable but not fully on-level.","The story is coherent, complete, and free from formatting or logical errors.","Some short-vowel words are present, but above-level vocabulary limits its effectiveness for targeted practice.",The generations are highly inconsistent in decodability for short-vowel words.,The Cat and the Dog,,,,"and, catch, happy, like, pile, playing, saw, see, spot, straw, then, think, this, title, when",1,"{""spec_adherence"": {""score"": 1, ""justification"": ""Contains above-level words like 'playing,' 'jumped,' and 'straw,' making it partly decodable but not fully on-level.""}, ""robustness"": {""score"": 2, ""justification"": ""The story is coherent, complete, and free from formatting or logical errors.""}, ""task_quality"": {""score"": 1, ""justification"": ""Some short-vowel words are present, but above-level vocabulary limits its effectiveness for targeted practice.""}}","{""consistency"": {""score"": 0, ""justification"": ""The generations are highly inconsistent in decodability for short-vowel words.""}}","Write a decodable story.

Emphasize these phonics patterns:
- short-vowel words

Here are some example words containing these patterns:
- short-vowel words: cat, sit, red, hop

Use the example words only as guidance. You may use other words that contain the same patterns.
Write a coherent narrative with a clear beginning, middle, and ending.
Include a natural story title.
Do not mention phonics terms or pattern names in the title or story.","Title: The Cat and the Dog

The dog was playing when he saw the cat. He jumped up on his bed to see if he could catch it. “What do you think?” asked the cat. “I like this spot!” said the dog. “You can sit on my lap,” said the cat. Then they both sat in a big pile of straw! They were so happy."
base,short_vowels_1,3,1003,short-vowel words,1.0,0.5687,0.4313,2.1754,1,16,1,0,0,1,0,1,211,0,1,0,0,"The story uses much above-level vocabulary and complex sentences, making it unreadable for short-vowel decodable readers.",The story is mostly coherent but is truncated and includes some confusing phrasing.,It does not provide effective short-vowel practice due to off-level words and inconsistent target pattern use.,All three generations fail to consistently produce in-level decodable text focused on short-vowel words.,The Little Red Rabbit's Adventure,,no_terminal_punctuation,short vowel,"adventure, after, all, and, another, around, back, bunch, buttons, color, colorful, colors, continue, curious, cute, day, easy, elephant, ended, explore, felt, floor, found, friends, gave, giggled, happy, her, home, inside, knew, learned, learning, like, little, made, more, new, now, pair, picture, play, played, pointed, rabbit, realized, saw, she, shiny, short, simple, sitting, small, smile, soon, special, stick, that, them, then, things, tiny, took, tool, tools, toy, toys, very, vowel, with, word, world",1,"{""spec_adherence"": {""score"": 0, ""justification"": ""The story uses much above-level vocabulary and complex sentences, making it unreadable for short-vowel decodable readers.""}, ""robustness"": {""score"": 1, ""justification"": ""The story is mostly coherent but is truncated and includes some confusing phrasing.""}, ""task_quality"": {""score"": 0, ""justification"": ""It does not provide effective short-vowel practice due to off-level words and inconsistent target pattern use.""}}","{""consistency"": {""score"": 0, ""justification"": ""All three generations fail to consistently produce in-level decodable text focused on short-vowel words.""}}","Write a decodable story.

Emphasize these phonics patterns:
- short-vowel words

Here are some example words containing these patterns:
- short-vowel words: cat, sit, red, hop

Use the example words only as guidance. You may use other words that contain the same patterns.
Write a coherent narrative with a clear beginning, middle, and ending.
Include a natural story title.
Do not mention phonics terms or pattern names in the title or story.","**The Little Red Rabbit's Adventure**

One day, the little red rabbit found a small box full of shiny toys. Inside, there was a picture of a big, happy elephant. The elephant had a special tool, a tiny stick and a bunch of colorful buttons. The rabbit was curious and asked what the elephant did with its tools.

The elephant said, ""I like to play games with my friends!"" Then it pointed to a toy hop on the floor. The rabbit saw the toy hop and thought, ""Oh! That's a short vowel word."" She giggled and played with her own hop. Soon after, she found another toy—a red one. The red color made her smile, and she realized that the colors could be a short vowel pair.

Next, she found a cat. The cat was cute, so she named her friend a cat. And then, the rabbit found a sit. It was a simple word, and the rabbit learned that sitting is easy and fun.

As the day ended, the rabbit felt very happy and took the toys back home. She gave them to her new friends, and now they all have their own special things. The rabbit knew she was learning more and would continue to explore the world around"
tuned,short_vowels_1,3,1003,short-vowel words,1.0,0.2292,0.7708,0.8333,1,5,1,0,1,0,1,0,48,1,2,1,0,"Some above-level words like 'hours', 'jumps', and 'happy' make it partly off-level for short-vowel decodable practice.","The story is coherent, complete, and free of formatting or narrative errors.",It provides some short-vowel practice but includes words that may be too advanced for early decodable readers.,The generations are highly inconsistent in decodability for short-vowel words.,A Cat on the Bed,,,,"all, and, for, glad, happy, hours, looks, sees, sitting, title, when",1,"{""spec_adherence"": {""score"": 1, ""justification"": ""Some above-level words like 'hours', 'jumps', and 'happy' make it partly off-level for short-vowel decodable practice.""}, ""robustness"": {""score"": 2, ""justification"": ""The story is coherent, complete, and free of formatting or narrative errors.""}, ""task_quality"": {""score"": 1, ""justification"": ""It provides some short-vowel practice but includes words that may be too advanced for early decodable readers.""}}","{""consistency"": {""score"": 0, ""justification"": ""The generations are highly inconsistent in decodability for short-vowel words.""}}","Write a decodable story.

Emphasize these phonics patterns:
- short-vowel words

Here are some example words containing these patterns:
- short-vowel words: cat, sit, red, hop

Use the example words only as guidance. You may use other words that contain the same patterns.
Write a coherent narrative with a clear beginning, middle, and ending.
Include a natural story title.
Do not mention phonics terms or pattern names in the title or story.","Title: A Cat on the Bed

A cat is sitting on a bed. The cat will nap for hours.  
The dog will run when it sees the cat. It jumps up to sit.  
The cat looks at the dog and says, “I am glad we are all happy!”"
base,vowel_teams_digraphs_1,1,1001,"vowel teams, consonant digraphs",1.0,0.3429,0.6571,0.9029,1,16,1,0,1,0,1,0,175,0,2,0,0,"The story contains much above-level vocabulary and complex sentences, making it unreadable for early decodable readers.","The story is coherent, complete, and free of formatting or structural errors.",It is not effective for phonics practice due to excessive use of advanced words and structures.,All three generations fail to consistently produce in-level decodable text suitable for students.,The Boat Adventure,,,,"about, adventure, adventures, after, afternoon, all, always, around, away, brightly, carefully, carried, decided, directions, especially, ever, explore, exploring, far, follow, for, found, going, group, happy, her, how, interesting, knows, language, lily, listen, little, many, meeting, more, nearby, now, other, outside, owned, pointing, proud, river, saw, shining, small, sunny, traveled, very, water, wooden",4,"{""spec_adherence"": {""score"": 0, ""justification"": ""The story contains much above-level vocabulary and complex sentences, making it unreadable for early decodable readers.""}, ""robustness"": {""score"": 2, ""justification"": ""The story is coherent, complete, and free of formatting or structural errors.""}, ""task_quality"": {""score"": 0, ""justification"": ""It is not effective for phonics practice due to excessive use of advanced words and structures.""}}","{""consistency"": {""score"": 0, ""justification"": ""All three generations fail to consistently produce in-level decodable text suitable for students.""}}","Write a decodable story.

Emphasize these phonics patterns:
- vowel teams
- consonant digraphs

Here are some example words containing these patterns:
- vowel teams: rain, seed, boat, play
- consonant digraphs: ship, fish, that, chop

Use the example words only as guidance. You may use other words that contain the same patterns.
Write a coherent narrative with a clear beginning, middle, and ending.
Include a natural story title.
Do not mention phonics terms or pattern names in the title or story.","**The Boat Adventure**

It was a sunny afternoon, and the sun was shining brightly outside the old wooden house where Lily lived. She had always loved to go on adventures—especially going on trips like this. So she decided to take a small boat to explore the river nearby.

Lily found a little old man who owned a boat. He said he used to sail far away for fun. “I can see the big ones,” he said, pointing at the water. “You’ll be there soon.”

As they traveled, they saw many interesting things. They met a group of fish that were so happy, they sang songs. Then they saw a ship that was very long and strong. It carried them all around the river. After a while, they reached the other side.

They spent the day exploring the river and meeting new friends. At night, Lily felt very proud of her adventure. Now she knew how to listen carefully and follow directions just like a child does.

Now she knows more about language than ever! 🌟✨"
tuned,vowel_teams_digraphs_1,1,1001,"vowel teams, consonant digraphs",0.75,0.0986,0.9014,0.2254,1,7,1,0,1,0,1,0,71,2,2,1,1,"The story uses simple, decodable words and avoids above-level vocabulary, making it accessible for the target level.","The narrative is coherent, complete, and free from errors or formatting issues.",It includes some vowel teams and digraphs but could provide more focused practice with these patterns.,"All three generations are generally readable and simple, but there is inconsistency in the density and focus on the target phonics patterns.",The Boat Trip,,,,"for, into, little, saw, title, under, walked",4,"{""spec_adherence"": {""score"": 2, ""justification"": ""The story uses simple, decodable words and avoids above-level vocabulary, making it accessible for the target level.""}, ""robustness"": {""score"": 2, ""justification"": ""The narrative is coherent, complete, and free from errors or formatting issues.""}, ""task_quality"": {""score"": 1, ""justification"": ""It includes some vowel teams and digraphs but could provide more focused practice with these patterns.""}}","{""consistency"": {""score"": 1, ""justification"": ""All three generations are generally readable and simple, but there is inconsistency in the density and focus on the target phonics patterns.""}}","Write a decodable story.

Emphasize these phonics patterns:
- vowel teams
- consonant digraphs

Here are some example words containing these patterns:
- vowel teams: rain, seed, boat, play
- consonant digraphs: ship, fish, that, chop

Use the example words only as guidance. You may use other words that contain the same patterns.
Write a coherent narrative with a clear beginning, middle, and ending.
Include a natural story title.
Do not mention phonics terms or pattern names in the title or story.","Title: The Boat Trip

The dad took Sam to go on a trip to see the lake.  
Sam got up to get his coat and hat.  
The dad got him into the boat.  
He put the bag under the seat next to Sam.  
The kid sat on the bench.  
“Let’s walk for a little bit,” said the dad.  
They walked by the bank of the lake and saw lots of fish!"
